Site,Datetime,mean_WT,max_WT,min_WT,range_WT,Solar_daily,Solar_2d,Solar_3d,Solar_7d,WL_daily_mean,WL_daily_max,WL_daily_min,WL_daily_range,WL_mean_2day,WL_mean_3day,WL_mean_7day,WL_max_2day,WL_max_3day,WL_max_7day,WL_min_2day,WL_min_3day,WL_min_7day,Air_tmin,Air_tmean,Air_tmax,Air_trange,Air_tmean_2day,Air_tmean_3day,Air_tmean_7day,Air_tmax_2day,Air_tmax_3day,Air_tmax_7day,Air_tmin_2day,Air_tmin_3day,Air_tmin_7day,GWT_mean,GWT_max,GWT_min,GWT_range,GWT_mean_2day,GWT_mean_3day,GWT_mean_7day,GWT_max_2day,GWT_max_3day,GWT_max_7day,GWT_min_2day,GWT_min_3day,GWT_min_7day,GWL_mean,GWL_max,GWL_min,GWL_range,GWL_mean_2day,GWL_mean_3day,GWL_mean_7day,GWL_max_2day,GWL_max_3day,GWL_max_7day,GWL_min_2day,GWL_min_3day,GWL_min_7day,ppt,ppt_7day,Water_area_m2_3d,Elev_m,Size_km2
Crater,9/13/2023,10.89071,11.139,10.651,0.488,20.92607974,20.2651196,20.22623965,20.0991085,0.194042,0.218,0.163,0.055,0.200771,0.204958,0.223768,0.223,0.227333,0.248429,0.171,0.174667,0.189857,8.9,14.6,20.2,11.3,14.65,15.46667,14.87143,20.2,21.46667,21.57143,9.05,9.466667,8.171429,10.6995,10.748,10.651,0.097,10.72375,10.73183,10.79068,10.748,10.748,10.818,10.6995,10.71567,10.77614,-0.16542,-0.145,-0.197,0.052,-0.16242,-0.15947,-0.14947,-0.1415,-0.13733,-0.12571,-0.193,-0.19067,-0.18357,0,0,4686,1104.241036,0.183
Crater,9/14/2023,10.70338,11.139,10.357,0.782,21.05567974,20.99087974,20.52863965,20.8335085,0.185417,0.216,0.142,0.074,0.189729,0.195653,0.213387,0.217,0.220667,0.239,0.1525,0.161333,0.177857,8.2,15.1,22,13.8,14.85,14.8,15.25714,21.1,20.8,21.9,8.55,8.766667,8.614286,10.651,10.651,10.651,0,10.67525,10.6995,10.76282,10.6995,10.71567,10.79014,10.651,10.68333,10.74829,-0.16571,-0.137,-0.208,0.071,-0.16556,-0.16351,-0.15407,-0.141,-0.14,-0.12943,-0.2025,-0.198,-0.18957,0,0,4648.5,1104.241036,0.183
Crater,9/15/2023,10.28329,10.748,9.866,0.882,20.78784053,20.92176013,20.9232,20.68292568,0.166417,0.193,0.124,0.069,0.175917,0.181958,0.20169,0.2045,0.209,0.227429,0.133,0.143,0.165571,9.5,18,26.6,17.1,16.55,15.9,15.98571,24.3,22.93333,22.95714,8.85,8.866667,9.028571,10.651,10.651,10.651,0,10.651,10.66717,10.73497,10.651,10.68333,10.76229,10.651,10.651,10.72043,-0.17592,-0.15,-0.219,0.069,-0.17081,-0.16901,-0.15968,-0.1435,-0.144,-0.135,-0.2135,-0.208,-0.19571,0,0,4549.5,1104.241036,0.183
Crater,9/16/2023,10.22208,10.553,9.866,0.687,20.088,20.43792026,20.64384009,20.49161139,0.15525,0.183,0.108,0.075,0.160833,0.169028,0.19094,0.188,0.197333,0.216143,0.116,0.124667,0.153857,11.6,20.4,29.1,17.5,19.2,17.83333,16.84286,27.85,25.9,23.91429,10.55,9.766667,9.785714,10.651,10.651,10.651,0,10.651,10.651,10.7065,10.651,10.651,10.72043,10.651,10.651,10.69257,-0.18238,-0.155,-0.227,0.072,-0.17915,-0.17467,-0.165,-0.1525,-0.14733,-0.14029,-0.223,-0.218,-0.20243,0,0,4554,1104.241036,0.183
Crater,9/17/2023,10.22208,10.553,9.866,0.687,19.27584053,19.68192026,20.05056035,20.26943996,0.147583,0.17,0.111,0.059,0.151417,0.156417,0.181363,0.1765,0.182,0.206286,0.1095,0.114333,0.144143,10.6,19.6,28.5,17.9,20,19.33333,17.07143,28.8,28.06667,24.37143,11.1,10.56667,9.757143,10.56117,10.651,10.553,0.098,10.60608,10.62106,10.67281,10.651,10.651,10.69257,10.602,10.61833,10.66471,-0.18733,-0.166,-0.224,0.058,-0.18485,-0.18188,-0.16996,-0.1605,-0.157,-0.14571,-0.2255,-0.22333,-0.20714,0,0,4606,1104.241036,0.183
Crater,9/18/2023,10.37333,10.553,10.161,0.392,18.88704053,19.08144053,19.41696035,20.08923436,0.142292,0.153,0.126,0.027,0.144938,0.148375,0.171214,0.1615,0.168667,0.194429,0.1185,0.115,0.136143,9.9,16.7,23.4,13.5,18.15,18.9,17.01429,25.95,27,24.28571,10.25,10.7,9.7,10.553,10.553,10.553,0,10.55708,10.58839,10.64495,10.602,10.61833,10.66471,10.553,10.58567,10.63686,-0.18896,-0.18,-0.204,0.024,-0.18815,-0.18622,-0.17502,-0.173,-0.167,-0.153,-0.214,-0.21833,-0.20971,0,0,4602,1104.241036,0.183
Crater,9/19/2023,9.681167,10.455,9.275,1.18,18.95615947,18.9216,19.03968018,19.99666293,0.135792,0.159,0.113,0.046,0.139042,0.141889,0.16097,0.156,0.160667,0.184571,0.1195,0.116667,0.126714,4.6,10.3,15.9,11.3,13.5,15.53333,16.38571,19.65,22.6,23.67143,7.25,8.366667,9.042857,10.553,10.553,10.553,0,10.553,10.55572,10.6171,10.553,10.58567,10.63686,10.553,10.553,10.609,-0.18892,-0.169,-0.212,0.043,-0.18894,-0.1884,-0.17923,-0.1745,-0.17167,-0.15743,-0.208,-0.21333,-0.213,0,0,4542,1104.241036,0.183
Crater,9/20/2023,9.142875,9.472,8.978,0.494,11.20607974,15.0811196,16.34975991,18.6080915,0.131417,0.149,0.122,0.027,0.133604,0.1365,0.152024,0.154,0.153667,0.174714,0.1175,0.120333,0.120857,4.8,10.1,15.4,10.6,10.2,12.36667,15.74286,15.65,18.23333,22.98571,4.7,6.433333,8.457143,10.47542,10.553,10.455,0.098,10.51421,10.52714,10.58508,10.553,10.553,10.609,10.504,10.52033,10.581,-0.18104,-0.165,-0.2,0.035,-0.18498,-0.18631,-0.18146,-0.167,-0.17133,-0.16029,-0.206,-0.20533,-0.21343,0.97,0.97,4587,1104.241036,0.183
Crater,9/21/2023,8.911625,9.176,8.68,0.496,13.392,12.29903987,14.51807974,17.51328011,0.14025,0.155,0.124,0.031,0.135833,0.135819,0.145571,0.152,0.154333,0.166,0.123,0.119667,0.118286,2.8,5.9,8.9,6.1,8,8.766667,14.42857,12.15,13.4,21.11429,3.8,4.066667,7.685714,10.455,10.455,10.455,0,10.46521,10.49447,10.55708,10.504,10.52033,10.581,10.455,10.48767,10.553,-0.17471,-0.159,-0.192,0.033,-0.17788,-0.18156,-0.18275,-0.162,-0.16433,-0.16343,-0.196,-0.20133,-0.21114,2.66,3.63,4737,1104.241036,0.183
Crater,9/22/2023,8.82475,9.176,8.481,0.695,19.19807974,16.29503987,14.59871982,17.28617143,0.139708,0.16,0.117,0.043,0.139979,0.137125,0.141756,0.1575,0.154667,0.161286,0.1205,0.121,0.117286,2.1,7.9,13.7,11.6,6.9,7.966667,12.98571,11.3,12.66667,19.27143,2.45,3.233333,6.628571,10.43867,10.455,10.357,0.098,10.44683,10.45636,10.52675,10.455,10.48767,10.553,10.406,10.42233,10.511,-0.18229,-0.16,-0.209,0.049,-0.1785,-0.17935,-0.18366,-0.1595,-0.16133,-0.16486,-0.2005,-0.20033,-0.20971,0.76,4.39,4992,1104.241036,0.183
Crater,9/23/2023,8.646917,8.978,8.382,0.596,13.42655947,16.3123196,15.33887974,16.33453707,0.132917,0.141,0.121,0.02,0.136313,0.137625,0.138565,0.1505,0.152,0.155286,0.119,0.120667,0.119143,3,10.5,17.9,14.9,9.2,8.1,11.57143,15.8,13.5,17.67143,2.55,2.633333,5.4,10.357,10.357,10.357,0,10.39783,10.41689,10.48475,10.406,10.42233,10.511,10.357,10.38967,10.469,-0.19604,-0.186,-0.208,0.022,-0.18917,-0.18435,-0.18561,-0.173,-0.16833,-0.16929,-0.2085,-0.203,-0.207,0,4.39,,1104.241036,0.183
Crater,9/24/2023,8.787708,8.978,8.581,0.397,7.456320264,10.44143987,13.36031982,14.64603417,0.146458,0.173,0.13,0.043,0.139688,0.139694,0.138405,0.157,0.158,0.155714,0.1255,0.122667,0.121857,5.5,9.1,12.8,7.3,9.8,9.166667,10.07143,15.35,14.8,15.42857,4.25,3.533333,4.671429,10.32025,10.357,10.259,0.098,10.33863,10.37197,10.45033,10.357,10.38967,10.469,10.308,10.32433,10.427,-0.17658,-0.134,-0.203,0.069,-0.18631,-0.18497,-0.18408,-0.16,-0.16,-0.16471,-0.2055,-0.20667,-0.204,0.85,5.24,,1104.241036,0.183
Crater,9/25/2023,9.113958,9.472,8.879,0.593,7.326720264,7.391520264,9.4032,12.99455985,0.191083,0.207,0.173,0.034,0.168771,0.156819,0.145375,0.19,0.173667,0.163429,0.1515,0.141333,0.128571,6,8.1,10.2,4.2,8.6,9.233333,8.842857,11.5,13.63333,13.54286,5.75,4.833333,4.114286,10.259,10.259,10.259,0,10.28963,10.31208,10.40833,10.308,10.32433,10.427,10.259,10.29167,10.385,-0.14388,-0.131,-0.155,0.024,-0.16023,-0.17217,-0.17764,-0.1325,-0.15033,-0.15771,-0.179,-0.18867,-0.197,9.53,14.77,,1104.241036,0.183
Crater,9/26/2023,9.443125,9.571,9.373,0.198,10.5408,8.933760132,8.441280176,11.79236564,0.22225,0.253,0.207,0.046,0.206667,0.186597,0.157726,0.23,0.211,0.176857,0.19,0.17,0.142,7.2,9.4,11.6,4.4,8.75,8.866667,8.714286,10.9,11.53333,12.92857,6.6,6.233333,4.485714,10.19367,10.259,10.161,0.098,10.22633,10.25764,10.357,10.259,10.29167,10.385,10.21,10.22633,10.329,-0.12813,-0.114,-0.152,0.038,-0.136,-0.14953,-0.16895,-0.1225,-0.12633,-0.14986,-0.1535,-0.17,-0.18843,5.96,20.73,,1104.241036,0.183
Crater,9/27/2023,9.517375,9.571,9.472,0.099,9.2016,9.8712,9.023040088,11.50601139,0.272958,0.297,0.256,0.041,0.247604,0.228764,0.177946,0.275,0.252333,0.198,0.2315,0.212,0.161143,6.3,8.5,10.6,4.3,8.95,8.666667,8.485714,11.1,10.8,12.24286,6.75,6.5,4.7,10.161,10.161,10.161,0,10.17733,10.20456,10.31208,10.21,10.22633,10.329,10.161,10.19367,10.287,-0.111,-0.101,-0.131,0.03,-0.11956,-0.12767,-0.15895,-0.1075,-0.11533,-0.14071,-0.1415,-0.146,-0.17857,11.97,31.73,,1104.241036,0.183
Crater,9/28/2023,9.4225,9.571,9.373,0.198,12.19967974,10.70063987,10.64735991,11.33567992,0.31875,0.35,0.298,0.052,0.295854,0.271319,0.203446,0.3235,0.3,0.225857,0.277,0.253667,0.186,5.4,6.9,8.3,2.9,7.7,8.266667,8.628571,9.45,10.16667,12.15714,5.85,6.3,5.071429,10.0875,10.161,10.063,0.098,10.12425,10.14739,10.25958,10.161,10.19367,10.287,10.112,10.12833,10.231,-0.12071,-0.111,-0.127,0.016,-0.11585,-0.11994,-0.15123,-0.106,-0.10867,-0.13386,-0.129,-0.13667,-0.16929,8.49,37.56,,1104.241036,0.183
Crater,9/29/2023,9.373,9.373,9.373,0,8.501760132,10.35071993,9.967679956,9.807634267,0.372792,0.391,0.348,0.043,0.345771,0.3215,0.236744,0.3705,0.346,0.258857,0.323,0.300667,0.219,5.5,7.7,9.9,4.4,7.3,7.7,8.6,9.1,9.6,11.61429,5.45,5.733333,5.557143,10.063,10.063,10.063,0,10.07525,10.10383,10.20592,10.112,10.12833,10.231,10.063,10.09567,10.189,-0.10729,-0.093,-0.125,0.032,-0.114,-0.113,-0.14052,-0.102,-0.10167,-0.12429,-0.126,-0.12767,-0.15729,3.41,40.21,,1104.241036,0.183
Crater,9/30/2023,9.254125,9.373,9.176,0.197,16.47647974,12.48911993,12.39263987,10.24333716,0.393917,0.403,0.384,0.019,0.383354,0.361819,0.27403,0.397,0.381333,0.296286,0.366,0.343333,0.256571,5.1,6.9,8.7,3.6,7.3,7.166667,8.085714,9.3,8.966667,10.3,5.3,5.333333,5.857143,10.00175,10.063,9.965,0.098,10.03238,10.05075,10.15517,10.063,10.09567,10.189,10.014,10.03033,10.133,-0.11579,-0.104,-0.133,0.029,-0.11154,-0.1146,-0.12905,-0.0985,-0.10267,-0.11257,-0.129,-0.12833,-0.14657,5,45.21,,1104.241036,0.183
Crater,6/1/2024,11.48738,11.819,11.236,0.583,25.79904053,29.57904053,31.31136035,27.68132605,0.668875,0.675,0.664,0.011,0.67025,0.67125,0.676077,0.679,0.681,0.684429,0.662,0.663,0.669429,1.9,11.5,21,19.1,9.55,8.133333,8.2,17.55,14.56667,13.94286,1.55,1.666667,2.457143,6.29775,6.37,6.268,0.102,6.282875,6.24675,6.163571,6.319,6.302,6.195143,6.268,6.234,6.151429,0.157083,0.163,0.153,0.01,0.15925,0.160458,0.164744,0.1675,0.17,0.172857,0.151,0.152333,0.157571,0,7.29,23452.5,1104.241036,0.183
Crater,6/2/2024,11.56438,11.819,11.431,0.388,9.685439868,17.7422402,22.94784031,25.4620804,0.671333,0.689,0.663,0.026,0.670104,0.670611,0.67403,0.682,0.682333,0.683571,0.6635,0.662333,0.667143,7.4,12,16.7,9.3,11.75,10.36667,9.257143,18.85,17.26667,15.25714,4.65,3.5,3.285714,6.37,6.37,6.37,0,6.333875,6.311917,6.207286,6.37,6.336,6.238857,6.319,6.302,6.195143,0.15925,0.172,0.155,0.017,0.158167,0.15925,0.162583,0.1675,0.169,0.171143,0.154,0.152333,0.155857,0,5.53,23163,1104.241036,0.183
Crater,6/3/2024,10.97608,11.431,10.748,0.683,15.06815947,12.37679967,16.85087996,23.12064024,0.698042,0.709,0.687,0.022,0.684688,0.679417,0.676411,0.699,0.691,0.686286,0.675,0.671333,0.668714,8,9.7,11.5,3.5,10.85,11.06667,9.314286,14.1,16.4,14.55714,7.7,5.766667,4.1,6.412083,6.471,6.37,0.101,6.391042,6.359944,6.257012,6.4205,6.403667,6.297,6.37,6.336,6.238857,0.179333,0.186,0.171,0.015,0.169292,0.165222,0.164131,0.179,0.173667,0.172429,0.163,0.159667,0.157286,30.48,36.01,22873.5,1104.241036,0.183
Crater,6/4/2024,10.50379,10.846,10.259,0.587,8.406720264,11.73743987,11.05343987,21.99744024,0.677958,0.691,0.669,0.022,0.688,0.682444,0.676643,0.7,0.696333,0.687571,0.678,0.673,0.668429,4.3,6.7,9.1,4.8,8.2,9.466667,8.6,10.3,12.43333,13.1,6.15,6.566667,4.114286,6.4795,6.573,6.471,0.102,6.445792,6.420528,6.30969,6.522,6.471333,6.355143,6.4205,6.403667,6.297,0.166333,0.178,0.157,0.021,0.172833,0.168306,0.164577,0.182,0.178667,0.173857,0.164,0.161,0.157286,11.32,47.33,22584,1104.241036,0.183
Crater,6/5/2024,10.81638,12.11,10.259,1.851,31.74335947,20.07503987,18.40607974,22.69110859,0.671083,0.675,0.661,0.014,0.674521,0.682361,0.676024,0.683,0.691667,0.686714,0.665,0.672333,0.667,5.4,8.5,11.7,6.3,7.6,8.3,8.757143,10.4,10.76667,13.24286,4.85,5.9,4.3,6.573,6.573,6.573,0,6.52625,6.488194,6.367833,6.573,6.539,6.413286,6.522,6.471333,6.355143,0.1595,0.167,0.149,0.018,0.162917,0.168389,0.163685,0.1725,0.177,0.173286,0.153,0.159,0.155571,2.29,46.14,22294.5,1104.241036,0.183
Crater,6/6/2024,12.10954,12.98,11.625,1.355,31.60511895,31.67423921,23.91839956,22.23812558,0.665375,0.678,0.65,0.028,0.668229,0.671472,0.674899,0.6765,0.681333,0.685714,0.6555,0.66,0.664857,5.5,12.7,19.9,14.4,10.6,9.3,9.814286,15.8,13.56667,14.85714,5.45,5.066667,4.814286,6.636125,6.674,6.573,0.101,6.604563,6.562875,6.43378,6.6235,6.606667,6.471286,6.573,6.539,6.413286,0.148792,0.159,0.133,0.026,0.154146,0.158208,0.161673,0.163,0.168,0.171,0.141,0.146333,0.152429,0,44.09,21110,1104.241036,0.183
Crater,6/7/2024,12.89113,13.654,12.401,1.253,31.63968105,31.6224,31.66271982,21.9925028,0.66275,0.674,0.648,0.026,0.664063,0.666403,0.673631,0.676,0.675667,0.684429,0.649,0.653,0.663143,6.9,15.8,24.7,17.8,14.25,12.33333,10.98571,22.3,18.76667,16.37143,6.2,5.933333,5.628571,6.674,6.674,6.674,0,6.655063,6.627708,6.49178,6.674,6.640333,6.529286,6.6235,6.606667,6.471286,0.145125,0.157,0.129,0.028,0.146958,0.151139,0.159345,0.158,0.161,0.168857,0.131,0.137,0.149571,0,44.09,19030.5,1104.241036,0.183
Crater,6/8/2024,13.60163,14.134,13.173,0.961,27,29.31984053,30.0816,22.16406844,0.661833,0.671,0.648,0.023,0.662292,0.663319,0.672625,0.6725,0.674333,0.683857,0.648,0.648667,0.660857,8.2,17.3,26.4,18.2,16.55,15.26667,11.81429,25.55,23.66667,17.14286,7.55,6.866667,6.528571,6.770792,6.775,6.674,0.101,6.722396,6.693639,6.559357,6.7245,6.707667,6.587143,6.674,6.640333,6.529286,0.140667,0.15,0.127,0.023,0.142896,0.144861,0.157,0.1535,0.155333,0.167,0.128,0.129667,0.145857,0,44.09,16998,1104.241036,0.183
Crater,6/9/2024,14.08179,14.709,13.654,1.055,31.32,29.16,29.98656035,25.25471989,0.6605,0.666,0.655,0.011,0.661167,0.661694,0.671077,0.6685,0.670333,0.680571,0.6515,0.650333,0.659714,9.7,16.9,24.2,14.5,17.1,16.66667,12.51429,25.3,25.1,18.21429,8.95,8.266667,6.857143,6.8345,6.877,6.775,0.102,6.802646,6.759764,6.625714,6.826,6.775333,6.659571,6.7245,6.707667,6.587143,0.139042,0.146,0.132,0.014,0.139854,0.141611,0.154113,0.148,0.151,0.163286,0.1295,0.129333,0.142571,0,44.09,15907.5,1104.241036,0.183
Crater,6/10/2024,14.53296,15.091,14.038,1.053,31.89888105,31.60944053,30.07296035,27.65910868,0.656917,0.665,0.647,0.018,0.658708,0.65975,0.665202,0.6655,0.667333,0.674286,0.651,0.65,0.654,8.6,14.4,20.2,11.6,15.65,16.2,13.18571,22.2,23.6,19.45714,9.15,8.833333,6.942857,6.919083,6.978,6.877,0.101,6.876792,6.841458,6.698143,6.9275,6.876667,6.732,6.826,6.775333,6.659571,0.135125,0.143,0.127,0.016,0.137083,0.138278,0.147798,0.1445,0.146333,0.157143,0.1295,0.128667,0.136286,0,13.61,15322.5,1104.241036,0.183
Crater,6/11/2024,14.6965,15.091,14.23,0.861,28.1232,30.01104053,30.44736035,30.47574865,0.654542,0.661,0.649,0.012,0.655729,0.657319,0.661857,0.663,0.664,0.67,0.648,0.650333,0.651143,8.2,15.6,23,14.8,15,15.63333,14.45714,21.6,22.46667,21.44286,8.4,8.833333,7.5,7.020083,7.079,6.978,0.101,6.969583,6.924556,6.775369,7.0285,6.978,6.804286,6.9275,6.876667,6.732,0.134625,0.142,0.129,0.013,0.134875,0.136264,0.143268,0.1425,0.143667,0.152,0.128,0.129333,0.132286,0,2.29,13986,1104.241036,0.183
Crater,6/12/2024,14.53696,14.996,14.038,0.958,32.63328105,30.37824053,30.8851207,30.6028803,0.652167,0.66,0.646,0.014,0.653354,0.654542,0.659155,0.6605,0.662,0.667857,0.6475,0.647333,0.649,3.7,11.1,18.5,14.8,13.35,13.7,14.82857,20.75,20.56667,22.41429,5.95,6.833333,7.257143,7.129,7.179,7.079,0.1,7.074542,7.022722,6.854798,7.129,7.078667,6.890857,7.0285,6.978,6.804286,0.136167,0.142,0.131,0.011,0.135396,0.135306,0.139935,0.142,0.142333,0.148429,0.13,0.129,0.129714,0.44,0.44,12732,1104.241036,0.183
Crater,6/13/2024,14.30533,14.804,13.654,1.15,25.0128,28.82304053,28.58976035,29.66112045,0.647833,0.663,0.634,0.029,0.65,0.651514,0.656649,0.6615,0.661333,0.665714,0.64,0.643,0.646714,2.3,10.8,19.4,17.1,10.95,12.5,14.55714,18.95,20.3,22.34286,3,4.733333,6.8,7.246333,7.28,7.179,0.101,7.187667,7.131806,6.94197,7.2295,7.179333,6.977429,7.129,7.078667,6.890857,0.135667,0.148,0.126,0.022,0.135917,0.135486,0.13806,0.145,0.144,0.146857,0.1285,0.128667,0.128714,0,0.44,11997,1104.241036,0.183
Crater,6/14/2024,14.2295,14.709,13.75,0.959,28.75391895,26.88335947,28.8,29.24886872,0.644375,0.652,0.639,0.013,0.646104,0.648125,0.654024,0.6575,0.658333,0.662571,0.6365,0.639667,0.645429,2.5,12.2,21.9,19.4,11.5,11.36667,14.04286,20.65,19.93333,21.94286,2.4,2.833333,6.171429,7.359958,7.381,7.28,0.101,7.303146,7.245097,7.039964,7.3305,7.28,7.078429,7.2295,7.179333,6.977429,0.129542,0.138,0.121,0.017,0.132604,0.133792,0.135833,0.143,0.142667,0.144143,0.1235,0.126,0.127571,0,0.44,9204,1104.241036,0.183
Crater,6/15/2024,13.57721,14.325,13.076,1.249,13.70304053,21.22847974,22.48991982,27.34930308,0.647958,0.659,0.64,0.019,0.646167,0.646722,0.652042,0.6555,0.658,0.660857,0.6395,0.637667,0.644286,2.1,8.9,15.6,13.5,10.55,10.63333,12.84286,18.75,18.96667,20.4,2.3,2.3,5.3,7.472667,7.481,7.381,0.1,7.416313,7.359653,7.140232,7.431,7.380667,7.179286,7.3305,7.28,7.078429,0.135458,0.147,0.127,0.02,0.1325,0.133556,0.135089,0.1425,0.144333,0.143714,0.124,0.124667,0.127571,2.48,2.92,7041,1104.241036,0.183
Crater,6/16/2024,12.25071,12.98,11.819,1.161,28.8144,21.25872026,23.75711982,26.99136023,0.647875,0.658,0.635,0.023,0.647917,0.646736,0.650238,0.6585,0.656333,0.659714,0.6375,0.638,0.641429,2.1,4.7,7.3,5.2,6.8,8.6,11.1,11.45,14.93333,17.98571,2.1,2.233333,4.214286,7.560958,7.582,7.481,0.101,7.516813,7.464528,7.244012,7.5315,7.481333,7.28,7.431,7.380667,7.179286,0.141083,0.149,0.13,0.019,0.138271,0.135361,0.135381,0.148,0.144667,0.144143,0.1285,0.126,0.127286,11.47,14.39,5508,1104.241036,0.183
Crater,6/17/2024,11.63713,12.11,11.334,0.776,17.1504,22.9824,19.88928018,24.88443436,0.643417,0.65,0.636,0.014,0.645646,0.646417,0.64831,0.654,0.655667,0.657571,0.6355,0.637,0.639857,1.9,6.2,10.6,8.7,5.45,6.6,9.928571,8.95,11.16667,16.61429,2,2.033333,3.257143,7.632,7.682,7.582,0.1,7.596479,7.555208,7.345857,7.632,7.581667,7.380571,7.5315,7.481333,7.28,0.138375,0.145,0.132,0.013,0.139729,0.138306,0.135845,0.147,0.147,0.144429,0.131,0.129667,0.128,3.35,17.74,7497,1104.241036,0.183
Crater,6/18/2024,11.69313,12.883,11.139,1.744,32.47775947,24.81407974,26.14751982,25.50651429,0.640042,0.647,0.636,0.011,0.641729,0.643778,0.646238,0.6485,0.651667,0.655571,0.636,0.635667,0.638,2.5,5.8,9.1,6.6,6,5.566667,8.528571,9.85,9,14.62857,2.2,2.166667,2.442857,7.682,7.682,7.682,0,7.657,7.624986,7.440417,7.682,7.648667,7.466714,7.632,7.581667,7.380571,0.135125,0.143,0.128,0.015,0.13675,0.138194,0.135917,0.144,0.145667,0.144571,0.13,0.13,0.127857,1.9,19.64,9486,1104.241036,0.183
Crater,6/19/2024,12.66571,13.558,12.11,1.448,32.29631895,32.38703921,27.30815947,25.45837684,0.63875,0.648,0.63,0.018,0.639396,0.640736,0.644321,0.6475,0.648333,0.653857,0.633,0.634,0.635714,1.6,9.7,17.7,16.1,7.75,7.233333,8.328571,13.4,12.46667,14.51429,2.05,2,2.142857,7.723667,7.782,7.682,0.1,7.702833,7.679222,7.525369,7.732,7.715333,7.552857,7.682,7.648667,7.466714,0.131667,0.14,0.124,0.016,0.133396,0.135056,0.135274,0.1415,0.142667,0.144286,0.126,0.128,0.126857,0,19.2,10318.5,1104.241036,0.183
Crater,6/20/2024,13.57338,14.517,13.076,1.441,31.51008105,31.9032,32.09471982,26.38655985,0.634625,0.642,0.621,0.021,0.636688,0.637806,0.642435,0.645,0.645667,0.650857,0.6255,0.629,0.633857,6,14.4,22.9,16.9,12.05,9.966667,8.842857,20.3,16.56667,15.01429,3.8,3.366667,2.671429,7.782,7.782,7.782,0,7.752833,7.729222,7.601893,7.782,7.748667,7.624571,7.732,7.715333,7.552857,0.125583,0.136,0.114,0.022,0.128625,0.130792,0.133833,0.138,0.139667,0.142571,0.119,0.122,0.125143,0,19.2,9994.5,1104.241036,0.183
Crater,6/21/2024,14.55271,15.569,14.038,1.531,31.51871895,31.5144,31.77503965,26.78153128,0.630917,0.639,0.615,0.024,0.632771,0.634764,0.640512,0.6405,0.643,0.649,0.618,0.622,0.630429,10.7,17.7,24.6,13.9,16.05,13.93333,9.628571,23.75,21.73333,15.4,8.35,6.1,3.842857,7.782,7.782,7.782,0,7.782,7.762556,7.662185,7.782,7.782,7.681857,7.782,7.748667,7.624571,0.117,0.129,0.101,0.028,0.121292,0.12475,0.132042,0.1325,0.135,0.141286,0.1075,0.113,0.122286,0,19.2,9106.5,1104.241036,0.183
Crater,6/22/2024,15.43738,16.237,14.804,1.433,30.1104,30.81455947,31.0464,29.12543977,0.630542,0.639,0.617,0.022,0.630729,0.632028,0.638024,0.639,0.64,0.646143,0.616,0.617667,0.627143,10.6,18.8,27.1,16.5,18.25,16.96667,11.04286,25.85,24.86667,17.04286,10.65,9.1,5.057143,7.782,7.782,7.782,0,7.782,7.782,7.706375,7.782,7.782,7.724857,7.782,7.782,7.681857,0.111583,0.122,0.098,0.024,0.114292,0.118056,0.128631,0.1255,0.129,0.137714,0.0995,0.104333,0.118143,0,16.72,8634,1104.241036,0.183
Crater,6/23/2024,15.91863,16.427,15.473,0.954,31.93344053,31.02192026,31.18751982,29.57101699,0.632542,0.638,0.628,0.01,0.631542,0.631333,0.635833,0.6385,0.638667,0.643286,0.6225,0.62,0.626143,9.9,17.5,25.2,15.3,18.15,18,12.87143,26.15,25.63333,19.6,10.25,10.4,6.171429,7.823667,7.882,7.782,0.1,7.802833,7.795889,7.743905,7.832,7.815333,7.767714,7.782,7.782,7.724857,0.110792,0.115,0.102,0.013,0.111188,0.113125,0.124304,0.1185,0.122,0.132857,0.1,0.100333,0.114143,0,5.25,8575,1104.241036,0.183
Crater,6/24/2024,16.08158,16.713,15.473,1.24,32.13215947,32.0328,31.392,31.71126835,0.630292,0.635,0.621,0.014,0.631417,0.631125,0.633958,0.6365,0.637333,0.641143,0.6245,0.622,0.624,6.2,12,17.9,11.7,14.75,16.1,13.7,21.55,23.4,20.64286,8.05,8.9,6.785714,7.882,7.882,7.882,0,7.852833,7.829222,7.779619,7.882,7.848667,7.796286,7.832,7.815333,7.767714,0.109833,0.118,0.1,0.018,0.110313,0.110736,0.120226,0.1165,0.118333,0.129,0.101,0.1,0.109571,0.91,2.81,8337,1104.241036,0.183
Crater,6/25/2024,16.13717,16.808,15.569,1.239,31.97664053,32.0544,32.01408018,31.63967992,0.626833,0.634,0.608,0.026,0.628563,0.629889,0.632071,0.6345,0.635667,0.639286,0.6145,0.619,0.62,4.1,13,21.9,17.8,12.5,14.16667,14.72857,19.9,21.66667,22.47143,5.15,6.733333,7.014286,7.966167,7.983,7.882,0.101,7.924083,7.890611,7.820214,7.9325,7.915667,7.839286,7.882,7.848667,7.796286,0.105792,0.115,0.09,0.025,0.107813,0.108806,0.116036,0.1165,0.116,0.125,0.095,0.097333,0.104143,0,0.91,8097,1104.241036,0.183
